-5.24148,-0.721478,0,0,0.99955,-0.0299879
-5.11299,-0.869542,0,0,0.173702,-0.984798
-4.74981,-0.969921,0,0,0.100324,-0.994955
-4.41811,-1.01884,0,0,0.0570586,-0.998371
-4.2377,-1.03066,0,0,0.0325065,-0.999472
-3.99617,-1.03603,0,0,0.01194,-0.999929
-3.60456,-0.981149,0,0,-0.018575,-0.999827
-3.44473,-0.954856,0,0,-0.0259181,-0.999664
-3.28498,-0.927623,0,0,-0.0306013,-0.999532
-3.18641,-0.910758,0,0,-0.0326171,-0.999468
-3.08806,-0.892621,0,0,-0.0328397,-0.999461
-2.99396,-0.858787,0,0,-0.0359679,-0.999353
-2.81213,-0.824033,0,0,-0.0332585,-0.999447
-2.71364,-0.806715,0,0,-0.0278407,-0.999612
-2.61427,-0.79548,0,0,-0.0237454,-0.999718
-2.51496,-0.783751,0,0,-0.0030382,-0.999995
-2.41353,-0.821412,0,0,0.243453,-0.969913
-2.31784,-0.873568,0,0,0.244591,-0.969626
-2.2285,-0.918484,0,0,0.202973,-0.979184
-2.13461,-0.952926,0,0,0.125785,-0.992058
-2.01725,-0.969165,0,0,0.0425579,-0.999094
-1.91397,-0.970215,0,0,-0.0334379,-0.999441
-1.81421,-0.963284,0,0,-0.0602776,-0.998182
