0.0810586,-0.533927,0,0,0.999888,-0.0149843
-0.0690323,-0.538389,0,0,0.999886,-0.0151147
-0.172111,-0.541502,0,0,0.999884,-0.0152127
-0.356678,-0.547538,0,0,0.999892,-0.0147281
-0.697704,-0.558062,0,0,0.999864,-0.0164634
-0.938238,-0.5667,0,0,0.999811,-0.0194179
-1.07367,-0.572344,0,0,0.999853,-0.0171675
-1.37693,-0.581084,0,0,0.999877,-0.0156881
-1.52088,-0.584881,0,0,0.999889,-0.0149302
-1.7874,-0.595032,0,0,0.999875,-0.0158009
-1.96491,-0.599778,0,0,0.999875,-0.0157825
-2.1242,-0.603707,0,0,0.999877,-0.0157143
-2.2669,-0.607909,0,0,0.999895,-0.0144878
-2.38574,-0.607434,0,0,0.999739,-0.0228575
